sample_id	sample_type	sample_substance_name	organism_kingdom	organism_phylum	organism_class	organism_order	organism_family	organism_genus	organism_species	organism_organe	organism_broad_organe	organism_tissue	organism_subsystem	sample_plate_id	ms_filename	ms_injection_date	tcruzi_activity_class
VGF152_C06	sample	V114039GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Megistostegium	Megistostegium perrieri	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_C06.mzXML	22/04/2017	Inactive
VGF152_C07	sample	V114072GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Obetia	Obetia madagascariensis	multiple	multiple	multiple		VGF152	VGF152_C07.mzXML	22/04/2017	Inactive
VGF152_C08	sample	V114080GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Operculicarya	Operculicarya pachypus	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_C08.mzXML	22/04/2017	Inactive
VGF152_C09	sample	V114091GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Paederia	Paederia farinosa	seeds	reproductive	green tissue	aboveground	VGF152	VGF152_C09.mzXML	22/04/2017	Inactive
VGF152_C10	sample	V114100GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	Phyllanthus niruri	multiple	multiple	multiple		VGF152	VGF152_C10.mzXML	22/04/2017	Inactive
VGF152_C11	sample	V114108GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pluchea	Pluchea grevei	flowers	reproductive	green tissue	aboveground	VGF152	VGF152_C11.mzXML	22/04/2017	Inactive
VGF152_D02	sample	V114008GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Helmiopsis	Helmiopsis hily	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_D02.mzXML	22/04/2017	Inactive
VGF152_D03	sample	V114016GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	Jatropha mahafalensis	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_D03.mzXML	22/04/2017	Inactive
VGF152_D04	sample	V114024GP-01	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Kalanchoe	Kalanchoe delagoensis	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_D04.mzXML	22/04/2017	Inactive
VGF152_D05	sample	V114032GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Malleastrum	Malleastrum horokoke	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_D05.mzXML	22/04/2017	Inactive
VGF152_D06	sample	V114065GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Neobeguea	Neobeguea mahafaliensis	multiple	roots	root tissue	belowground	VGF152	VGF152_D06.mzXML	22/04/2017	Inactive
VGF152_D07	sample	V114073GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Operculicarya	Operculicarya decaryi	bark	woody vegetative	woody tissue	aboveground	VGF152	VGF152_D07.mzXML	22/04/2017	Inactive
VGF152_D08	sample	V114081GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Operculicarya	Operculicarya pachypus	multiple	roots	root tissue	belowground	VGF152	VGF152_D08.mzXML	22/04/2017	Inactive
VGF152_D09	sample	V114092GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Paederia	Paederia farinosa	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_D09.mzXML	22/04/2017	Inactive
VGF152_D10	sample	V114101GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	Phyllanthus niruri	multiple	multiple	multiple		VGF152	VGF152_D10.mzXML	22/04/2017	Inactive
VGF152_D11	sample	V114109GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Pluchea	Pluchea perrieri	flowers	reproductive	green tissue	aboveground	VGF152	VGF152_D11.mzXML	22/04/2017	Inactive
VGF152_E02	sample	V114009GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	Hibiscus ferrugineus	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_E02.mzXML	22/04/2017	Inactive
VGF152_E03	sample	V114017GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	Jatropha multifida	bark	woody vegetative	woody tissue	aboveground	VGF152	VGF152_E03.mzXML	22/04/2017	Inactive
VGF152_E04	sample	V114025GP-01	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Kalanchoe	Kalanchoe delagoensis	multiple	roots	root tissue	belowground	VGF152	VGF152_E04.mzXML	22/04/2017	Inactive
VGF152_E05	sample	V114033GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Marsdenia	Marsdenia verrucosa	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_E05.mzXML	22/04/2017	Inactive
VGF152_E06	sample	V114066GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Stilbaceae	Nuxia	Nuxia coriacea	bark	woody vegetative	woody tissue	aboveground	VGF152	VGF152_E06.mzXML	22/04/2017	Inactive
VGF152_E07	sample	V114074GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Operculicarya	Operculicarya decaryi	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_E07.mzXML	22/04/2017	Inactive
VGF152_E08	sample	V114082GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Operculicarya	Operculicarya pachypus	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_E08.mzXML	22/04/2017	Inactive
VGF152_E09	sample	V114093GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora	Passiflora foetida	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_E09.mzXML	22/04/2017	Inactive
VGF152_E10	sample	V114102GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	Phyllarthron	Phyllarthron bernierianum	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_E10.mzXML	22/04/2017	Inactive
VGF152_E11	sample	V114110GP-01	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Plumbaginaceae	Plumbago	Plumbago aphylla	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_E11.mzXML	22/04/2017	Inactive
VGF152_F02	sample	V114010GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	Hibiscus ferrugineus	flowers	reproductive	green tissue	aboveground	VGF152	VGF152_F02.mzXML	22/04/2017	Inactive
VGF152_F03	sample	V114018GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	Jatropha multifida	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_F03.mzXML	22/04/2017	Inactive
VGF152_F04	sample	V114026GP-01	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Capparaceae	Maerua	Maerua filiformis	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_F04.mzXML	22/04/2017	Inactive
VGF152_F05	sample	V114034GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Marsdenia	Marsdenia verrucosa	multiple	roots	root tissue	belowground	VGF152	VGF152_F05.mzXML	22/04/2017	Inactive
VGF152_F06	sample	V114067GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Stilbaceae	Nuxia	Nuxia coriacea	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_F06.mzXML	22/04/2017	Inactive
VGF152_F07	sample	V114075GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Operculicarya	Operculicarya decaryi	multiple	roots	root tissue	belowground	VGF152	VGF152_F07.mzXML	22/04/2017	Inactive
VGF152_F08	sample	V114083GP-01	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia ficus-indica	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_F08.mzXML	22/04/2017	Inactive
VGF152_F09	sample	V114094GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora	Passiflora foetida	fruits	reproductive	green tissue	aboveground	VGF152	VGF152_F09.mzXML	22/04/2017	Inactive
VGF152_F10	sample	V114103GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	Phyllarthron	Phyllarthron bernierianum	fruits	reproductive	green tissue	aboveground	VGF152	VGF152_F10.mzXML	22/04/2017	Inactive
VGF152_F11	sample	V114111GP-01	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus madagascariensis	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_F11.mzXML	22/04/2017	Inactive
VGF152_G02	sample	V114011GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Hibiscus	Hibiscus ferrugineus	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_G02.mzXML	22/04/2017	Inactive
VGF152_G03	sample	V114019GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	Jatropha multifida	multiple	roots	root tissue	belowground	VGF152	VGF152_G03.mzXML	22/04/2017	Inactive
VGF152_G04	sample	V114027GP-01	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Capparaceae	Maerua	Maerua filiformis	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_G04.mzXML	22/04/2017	Inactive
VGF152_G05	sample	V114035GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Marsdenia	Marsdenia verrucosa	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_G05.mzXML	22/04/2017	Inactive
VGF152_G06	sample	V114068GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Stilbaceae	Nuxia	Nuxia coriacea	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_G06.mzXML	22/04/2017	Inactive
VGF152_G07	sample	V114076GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Operculicarya	Operculicarya decaryi	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_G07.mzXML	22/04/2017	Inactive
VGF152_G08	sample	V114086GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Pachira	Pachira aquatica	bark	woody vegetative	woody tissue	aboveground	VGF152	VGF152_G08.mzXML	22/04/2017	Inactive
VGF152_G09	sample	V114096GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	Phyllanthus casticum	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_G09.mzXML	22/04/2017	Inactive
VGF152_G10	sample	V114104GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	Phyllarthron	Phyllarthron bernierianum	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_G10.mzXML	22/04/2017	Inactive
VGF152_G11	sample	V114112GP-01	Plantae	Tracheophyta	Pinopsida	Pinales	Podocarpaceae	Podocarpus	Podocarpus madagascariensis	green stems	green vegetative	green tissue	aboveground	VGF152	VGF152_G11.mzXML	22/04/2017	Inactive
VGF152_H02	sample	V114012GP-01	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Loeseneriella	Loeseneriella urceolus	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_H02.mzXML	22/04/2017	Inactive
VGF152_H03	sample	V114020GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	Jatropha podagrica	multiple	roots	root tissue	belowground	VGF152	VGF152_H03.mzXML	22/04/2017	Inactive
VGF152_H04	sample	V114028GP-01	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Capparaceae	Maerua	Maerua nuda	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_H04.mzXML	22/04/2017	Inactive
VGF152_H05	sample	V114036GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Megistostegium	Megistostegium microphyllum	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_H05.mzXML	22/04/2017	Inactive
VGF152_H06	sample	V114069GP-01	Plantae	Tracheophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nymphaea	Nymphaea nouchali	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_H06.mzXML	22/04/2017	Inactive
VGF152_H07	sample	V114077GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Operculicarya	Operculicarya hyphaenoides	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_H07.mzXML	22/04/2017	Inactive
VGF152_H08	sample	V114087GP-01	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Pachira	Pachira aquatica	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_H08.mzXML	22/04/2017	Inactive
VGF152_H09	sample	V114097GP-01	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus	Phyllanthus casticum	multiple	roots	root tissue	belowground	VGF152	VGF152_H09.mzXML	22/04/2017	Inactive
VGF152_H10	sample	V114105GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	Phyllarthron	Phyllarthron bojeranum	leaves	photosynthetic	green tissue	aboveground	VGF152	VGF152_H10.mzXML	22/04/2017	Inactive
VGF152_H11	sample	V114113GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae	Sclerocarya	Sclerocarya birrea	bark	woody vegetative	woody tissue	aboveground	VGF152	VGF152_H11.mzXML	22/04/2017	Inactive
VGF153_A02	sample	V114115GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Psiadia	Psiadia altissima	flowers	reproductive	green tissue	aboveground	VGF153	VGF153_A02.mzXML	29/04/2017	Inactive
VGF153_A03	sample	V114123GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Psiadia	Psiadia glutinosa	multiple	roots	root tissue	belowground	VGF153	VGF153_A03.mzXML	29/04/2017	Inactive
VGF153_A04	sample	V114133GP-01	Plantae	Tracheophyta	Magnoliopsida	Apiales	Araliaceae	Schefflera	Schefflera arboricola	seeds	reproductive	green tissue	aboveground	VGF153	VGF153_A04.mzXML	29/04/2017	Inactive
VGF153_A05	sample	V114141GP-01	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum erythracanthum	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_A05.mzXML	29/04/2017	Inactive
VGF153_A06	sample	V114149GP-01	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum macrocarpon	green stems	green vegetative	green tissue	aboveground	VGF153	VGF153_A06.mzXML	29/04/2017	Inactive
VGF153_A07	sample	V114157GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Stephanotis	Stephanotis floribunda	fruits	reproductive	green tissue	aboveground	VGF153	VGF153_A07.mzXML	29/04/2017	Inactive
VGF153_A08	sample	V114167GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos madagascariensis	fruits	reproductive	green tissue	aboveground	VGF153	VGF153_A08.mzXML	29/04/2017	Inactive
VGF153_A09	sample	V114175GP-01	Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	Tambourissa castri-delphinii	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_A09.mzXML	29/04/2017	Inactive
VGF153_A10	sample	V114183GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Turraea	Turraea sericea	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_A10.mzXML	29/04/2017	Inactive
VGF153_A11	sample	V114192GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Pedaliaceae	Uncarina	Uncarina grandidieri	green stems	green vegetative	green tissue	aboveground	VGF153	VGF153_A11.mzXML	29/04/2017	Inactive
VGF153_B02	sample	V114116GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Psiadia	Psiadia altissima	multiple	roots	root tissue	belowground	VGF153	VGF153_B02.mzXML	29/04/2017	Inactive
VGF153_B03	sample	V114124GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Psiadia	Psiadia glutinosa	green stems	green vegetative	green tissue	aboveground	VGF153	VGF153_B03.mzXML	29/04/2017	Inactive
VGF153_B04	sample	V114134GP-01	Plantae	Tracheophyta	Magnoliopsida	Apiales	Araliaceae	Schefflera	Schefflera arboricola	green stems	green vegetative	green tissue	aboveground	VGF153	VGF153_B04.mzXML	29/04/2017	Inactive
VGF153_B05	sample	V114142GP-01	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum erythracanthum	green stems	green vegetative	green tissue	aboveground	VGF153	VGF153_B05.mzXML	29/04/2017	Inactive
VGF153_B06	sample	V114150GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Spermacoce	Spermacoce verticillata	seeds	reproductive	green tissue	aboveground	VGF153	VGF153_B06.mzXML	29/04/2017	Inactive
VGF153_B07	sample	V114158GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Stephanotis	Stephanotis floribunda	multiple	roots	root tissue	belowground	VGF153	VGF153_B07.mzXML	29/04/2017	Inactive
VGF153_B08	sample	V114168GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos spinosa	bark	woody vegetative	woody tissue	aboveground	VGF153	VGF153_B08.mzXML	29/04/2017	Inactive
VGF153_B09	sample	V114176GP-01	Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	Tambourissa castri-delphinii	fruits	reproductive	green tissue	aboveground	VGF153	VGF153_B09.mzXML	29/04/2017	Inactive
VGF153_B10	sample	V114184GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Meliaceae	Turraea	Turraea sericea	multiple	roots	root tissue	belowground	VGF153	VGF153_B10.mzXML	29/04/2017	Inactive
VGF153_B11	sample	V114193GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Pedaliaceae	Uncarina	Uncarina stellulifera	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_B11.mzXML	29/04/2017	Inactive
VGF153_C02	sample	V114117GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Psiadia	Psiadia angustifolia	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_C02.mzXML	29/04/2017	Inactive
VGF153_C03	sample	V114125GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia media	roots	roots	root tissue	belowground	VGF153	VGF153_C03.mzXML	29/04/2017	Inactive
VGF153_C04	sample	V114135GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Secamone	Secamone ligustrifolia	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_C04.mzXML	29/04/2017	Inactive
VGF153_C05	sample	V114143GP-01	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum melongena	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_C05.mzXML	29/04/2017	Inactive
VGF153_C06	sample	V114151GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Spermacoce	Spermacoce verticillata	green stems	green vegetative	green tissue	aboveground	VGF153	VGF153_C06.mzXML	29/04/2017	Inactive
VGF153_C07	sample	V114159GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Stephanotis	Stephanotis floribunda	green stems	green vegetative	green tissue	aboveground	VGF153	VGF153_C07.mzXML	29/04/2017	Inactive
VGF153_C08	sample	V114169GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos spinosa	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_C08.mzXML	29/04/2017	Inactive
VGF153_C09	sample	V114177GP-01	Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	Tambourissa castri-delphinii	green stems	green vegetative	green tissue	aboveground	VGF153	VGF153_C09.mzXML	29/04/2017	Inactive
VGF153_C10	sample	V114185GP-01	Plantae	Tracheophyta	Liliopsida	Alismatales	Araceae	Typhonodorum	Typhonodorum lindleyanum	seeds	reproductive	green tissue	aboveground	VGF153	VGF153_C10.mzXML	29/04/2017	Inactive
VGF153_C11	sample	V114194GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Laportea	Laportea oligoloba	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_C11.mzXML	29/04/2017	Inactive
VGF153_D02	sample	V114118GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Psiadia	Psiadia angustifolia	flowers	reproductive	green tissue	aboveground	VGF153	VGF153_D02.mzXML	29/04/2017	Inactive
VGF153_D03	sample	V114126GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia media	bark	woody vegetative	woody tissue	aboveground	VGF153	VGF153_D03.mzXML	29/04/2017	Inactive
VGF153_D04	sample	V114136GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Secamone	Secamone ligustrifolia	multiple	roots	root tissue	belowground	VGF153	VGF153_D04.mzXML	29/04/2017	Inactive
VGF153_D05	sample	V114144GP-01	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum melongena	fruits	reproductive	green tissue	aboveground	VGF153	VGF153_D05.mzXML	29/04/2017	Inactive
VGF153_D06	sample	V114152GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Stadmania	Stadmania acuminata	green stems	green vegetative	green tissue	aboveground	VGF153	VGF153_D06.mzXML	29/04/2017	Inactive
VGF153_D07	sample	V114160GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae	Stereospermum	Stereospermum variabile	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_D07.mzXML	29/04/2017	Inactive
VGF153_D08	sample	V114170GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos spinosa	seeds	reproductive	green tissue	aboveground	VGF153	VGF153_D08.mzXML	29/04/2017	Inactive
VGF153_D09	sample	V114178GP-01	Plantae	Tracheophyta	Magnoliopsida	Laurales	Monimiaceae	Tambourissa	Tambourissa trichophylla	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_D09.mzXML	29/04/2017	Inactive
VGF153_D10	sample	V114186GP-01	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Pedaliaceae	Uncarina	Uncarina decaryi	bark	woody vegetative	woody tissue	aboveground	VGF153	VGF153_D10.mzXML	29/04/2017	Inactive
VGF153_D11	sample	V114195GP-01	Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae	Laportea	Laportea oligoloba	multiple	multiple	multiple		VGF153	VGF153_D11.mzXML	29/04/2017	Inactive
VGF153_E02	sample	V114119GP-01	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Psiadia	Psiadia angustifolia	multiple	roots	root tissue	belowground	VGF153	VGF153_E02.mzXML	29/04/2017	Inactive
VGF153_E03	sample	V114128GP-01	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Salvadoraceae	Salvadora	Salvadora angustifolia	bark	woody vegetative	woody tissue	aboveground	VGF153	VGF153_E03.mzXML	29/04/2017	Inactive
VGF153_E04	sample	V114137GP-01	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Secamone	Secamone ligustrifolia	green stems	green vegetative	green tissue	aboveground	VGF153	VGF153_E04.mzXML	29/04/2017	Inactive
VGF153_E05	sample	V114145GP-01	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum melongena	multiple	roots	root tissue	belowground	VGF153	VGF153_E05.mzXML	29/04/2017	Inactive
VGF153_E06	sample	V114153GP-01	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Stadmania	Stadmania oppositifolia	leaves	photosynthetic	green tissue	aboveground	VGF153	VGF153_E06.mzXML	29/04/2017	Inactive
